relation,topic,count,total,prop,count_global
Hide Their Children From The Vaccinators,0,1,1,1.0,1.0
Hides In,61,1,1,1.0,1.0
High Fever ; Partial Loss Of Appetite; Soft Faeces,0,1,1,1.0,1.0
High In Carbohydrates Favours The Growth And Multiplication Of Certain Intestinal Protozoa,19,1,1,1.0,
High Incidence Of,75,1,1,1.0,1.0
High Ratio Obtained In Frontier District,17,1,1,1.0,1.0
High Standard And Reputation As Prime Foal-getters,0,3,3,1.0,3.0
"High Temperature May Be Absent, Or Slight Rises Only Above The Normal",3,1,1,1.0,1.0
Higher Cost Of Superintendence,0,1,1,1.0,1.0
Higher From To P. M,28,1,1,1.0,1.0
Higher In Both Ammonia And Nitrate Contents But The Differences Were Small,0,1,1,1.0,1.0
Higher Plasma Level Of Albumin,0,1,1,1.0,1.0
Higher Plasma Level Of Globulin,0,1,1,1.0,1.0
Higher Than In,81,1,1,1.0,1.0
Higher Than In A Temperate Climate,87,1,1,1.0,1.0
Higher Than Usual In Consequence Of The Exportation To Famine Districts,34,1,1,1.0,1.0
Highest Commendation Of The Wholesomeness,0,1,1,1.0,1.0
Highest Content In Coarser Stem,14,1,1,1.0,1.0
Highest During,17,1,1,1.0,1.0
Highest In Softer Stem,14,1,1,1.0,1.0
Highest Percentage Inspected By Rural Staff In,78,1,1,1.0,2.0
Highest Records Of Dams And Highest Records Of The Daughters,0,1,1,1.0,1.0
Highest With Lowest Relative Humidity During,28,1,1,1.0,1.0
Highly Correlated To,16,1,1,1.0,1.0
Highly Ropy And Ultimately Of Pale Ochreous Tint,0,1,1,1.0,1.0
Highly Significant Correlation With,28,1,1,1.0,1.0
Highly Significant Differences Existed Among The Monthly Averages As Well As In,0,14,38,0.368421,92.0
Highly Significant Negative Partial Correlation Coefficients With,28,2,2,1.0,2.0
Highly Successful Efforts To Secure Information,0,1,1,1.0,1.0
Hill Depo T,13,1,1,1.0,1.0
Hill Torrents Fed By Melting Snow And Spring Rains Irrigate The Valleys,17,2,2,1.0,2.0
Himself,0,1,1,1.0,1.0
Hindered,0,1,1,1.0,1.0
Hindered The Work,0,1,1,1.0,1.0
Hindus,0,1,1,1.0,1.0
Hire For The Above,0,1,1,1.0,1.0
His Choosing,0,1,1,1.0,1.0
His Family,116,1,1,1.0,1.0
His Office Records,51,1,1,1.0,1.0
His Work I Have Always Found Well Done And Highly Satisfactory,0,1,1,1.0,1.0
History,2,1,1,1.0,1.0
History From,0,1,1,1.0,1.0
History Of,0,1,1,1.0,2.0
History Of The Case Readily Distinguishes It From,1,1,1,1.0,1.0
Hoisted In Proportion To,26,1,1,1.0,1.0
Holden S Practical Anatomy,0,1,1,1.0,1.0
Holding Its Own In,0,1,1,1.0,1.0
"Holds A Close, If Not Causal, Relation To That Disease",3,1,1,1.0,1.0
Holds A Good Opinion Of,0,1,1,1.0,1.0
Holds A Ticket To The Station For Which He Holds A Ticket,73,1,1,1.0,1.0
Holds Its Own,1,1,1,1.0,1.0
Holds Very Decided Views On,30,1,1,1.0,1.0
Hole Was Found To Have Been Dug In Front Of,0,1,1,1.0,1.0
Holes In The Roof Or Walls And The Partial Untiling Will Not,139,1,1,1.0,1.0
Honorarium,0,1,1,1.0,1.0
Hooper S Physicians Vade Mecum,0,1,1,1.0,1.0
Hoped To Have Taken In Hand During,0,1,1,1.0,1.0
Hopping Off Eliminated By,0,1,1,1.0,1.0
Horse Stallions,0,2,2,1.0,2.0
Horses For Soundness,0,2,2,1.0,3.0
Hospital Accommodation For Patients At,0,1,1,1.0,1.0
Hospital Accommodation Provided At,0,1,1,1.0,1.0
Hospital Accommodation Provided At Inspection Stations,0,1,1,1.0,1.0
Hospital Arrangements Made In The City And At Inspection Stations,0,1,1,1.0,1.0
Hospital As Convalescent Before They Have Become Quite Fit For Duty,0,1,1,1.0,1.0
Hospital Assistant Is Not Overseer,0,1,1,1.0,1.0
Hospital For Each Month And The Year,0,1,1,1.0,1.0
Hospital From Disease During The Autumn,34,1,1,1.0,1.0
Hospital In Each Month,0,4,4,1.0,7.0
Hospital On Account Of Ill-usage,0,3,3,1.0,3.0
Hospital Than In These Two Years,0,2,2,1.0,2.0
Hospital To Date Fully A Half More Than In Previous Year,107,41,78,0.525641,179.0
Host,0,35,35,1.0,40.0
Host Of,0,2,2,1.0,2.0
Host_of,0,1,1,1.0,1.0
Hostspecies,0,1,1,1.0,1.0
Hot And Clammy,29,1,1,1.0,1.0
Hours After Admission ; A Mixed Case Of Plague And Relapsing,0,332,383,0.866841,471.0
Hours And Dosed By Stomach Tube With C.c,0,1,1,1.0,1.0
House Rent Allowance,9,1,1,1.0,1.0
House Searches,0,123,154,0.798701,246.0
How Occupied,0,1,1,1.0,1.0
How To Be Protected From Contamination,0,1,1,1.0,1.0
Howled Incessantly,0,1,1,1.0,1.0
Huge Total Count,0,1,1,1.0,1.0
Human Piroplasmosis,0,1,1,1.0,1.0
Humerus,6,2,2,1.0,2.0
Hump,0,1,1,1.0,1.0
Hurried,0,1,1,1.0,1.0
Hurried And Numbering From,143,1,1,1.0,1.0
Husband,0,1,1,1.0,1.0
Husk Unfit For Food Remain Behind In The Sieve,17,1,1,1.0,1.0
Hussun Ab -dool,18,1,1,1.0,1.0
Hyderabad,2,1,1,1.0,1.0
Hyderabad Recorded It From,0,1,1,1.0,1.0
Hyper-endemicity,0,1,1,1.0,1.0
Hypertrophy And Fatty Degeneration Of,3,1,1,1.0,1.0
Hypertrophy In,0,1,1,1.0,1.0
Hyperästhesia,6,1,1,1.0,1.0
Hypocalcemia,0,1,1,1.0,1.0
Hypochondriacal,1,1,1,1.0,1.0
Hypodermic Medication Of,0,1,1,1.0,1.0
Hæmatozoa Numerous In The Mother S Blood,0,1,1,1.0,1.0
Hæmatozoon Is Absent From The Blood,0,2,2,1.0,2.0
Hæmoglobinous,5,1,1,1.0,1.0
Hæmoglobinuria,0,1,1,1.0,1.0
"Hæmogregarina Gerbilli, By Lieutenant S. R. Christophers, M.B., I.M.S",90,1,1,1.0,1.0
Hæmorrhagic Septicæmia Serum Were Prepared,0,25,34,0.735294,74.0
I B. Grunthal,0,60,102,0.588235,167.0
I B. Grunthal ... Group I,91,1,1,1.0,1.0
I Cannot Ascertain That The Use Of Any Of These Drugs Is,0,1,1,1.0,1.0
I Do Not Think It Is The Best Possible For The Native,0,82,97,0.845361,157.0
I Have Constantly Watched Over An Irksome Duty And Needing Continual Supervision,0,1,1,1.0,1.0
I Have Never Known To Smoke Ganja Or Charas,0,1,1,1.0,1.0
I) Nine Were Mannitefermenters And ( Ii) Five Did Not Ferment Mannite,141,1,1,1.0,1.0
"I.e., Adrenal Tissue Tumour Of The",76,1,1,1.0,1.0
III: Lost Weight ; Recovered,15,1,1,1.0,1.0
Identical In The Two Diets Contrasted In (v,0,1,1,1.0,1.0
Identified As,0,1,1,1.0,23.0
Identified As Parafilaria Bovicula,0,1,1,1.0,1.0
Identified By Dr. Taylor,0,3,3,1.0,3.0
Identified In,0,1,1,1.0,1.0
Identified With,79,2,3,0.666667,4.0
Identity Of Schistosome Found In Cases Of,0,1,1,1.0,1.0
Identity Of The Disease In The Nowgong District,0,1,1,1.0,1.0
Identity With,0,3,3,1.0,3.0
If Excluded,70,1,1,1.0,1.0
If Imperfectly Cooked,0,1,1,1.0,1.0
If Improperly Cooked,0,1,1,1.0,1.0
If Invalided On Account Of Active Service Or Exceptional Work,34,1,1,1.0,1.0
If It Had Been Realized,0,1,1,1.0,1.0
If It Only Possessed Greater Height It Would Compare Most Favorably With,0,1,1,1.0,1.0
If Outbreaks Of Epidemic Diseases Are To Be Properly Attended To,0,1,1,1.0,1.0
If Properly Cooked,0,1,1,1.0,1.0
"If Used Moderately, Is Not Injurious, But Beneficial",0,1,1,1.0,1.0
Ill With,0,3,3,1.0,5.0
Illustrate,0,1,1,1.0,1.0
Illustrated By,0,2,2,1.0,2.0
Illustrated By Figures,0,1,1,1.0,1.0
Illustrated By Photographs,33,1,1,1.0,1.0
Illustrated By The Medical History Of,0,1,1,1.0,1.0
Illustrated From The Experience Of,0,1,1,1.0,1.0
Illustrates Rather Typically Some Of The Effects Produced Upon The Offspring When,0,1,1,1.0,
Illustrates Why We Can Learn More From A Collection Of Offspring Of,24,1,1,1.0,1.0
Illustrating The Various Activities Of,0,1,1,1.0,1.0
Imagination Is Immediately Stimulated,0,1,1,1.0,1.0
Imbedded In The Cortical Portion,3,1,1,1.0,1.0
Imbibe The Practice For Pleasure Only And Take Unusual Pains In Making,0,1,1,1.0,1.0
"Immature Follicles Are Superficial, Mottling Its Surface And Suggesting Subsuperficial Bubbles",0,1,1,1.0,
Immediate,0,1,1,1.0,1.0
Immediate Contact With,0,1,2,0.5,2.0
Immediate Effect,0,1,1,1.0,2.0
Immediate Effect Is Intoxication; Allays Hunger,0,1,1,1.0,1.0
"Immediate Effect Is Refreshing, Produces Intoxication, Creates Appetite",0,1,1,1.0,1.0
Immediate Effect Mild Refreshing Intoxication; Creation Of,0,1,1,1.0,1.0
Immediate Removal Of All Discharges From The Bed Side,0,1,1,1.0,1.0
Immediate Suture Of,32,2,2,1.0,2.0
Immediate Transference To Hospital And Camp,0,1,1,1.0,1.0
Immediately Constricted Down To Normal,0,1,1,1.0,1.0
Immediately Follows,0,1,1,1.0,1.0
"Immediately On The Drying Up Of The Disinfected Place, Limewashing With Quicklime",0,14,16,0.875,
Immediately Preceded The Attack,0,1,1,1.0,1.0
Immediately Report,0,1,1,1.0,1.0
Immediately Reported To The Nearest Police Station And To The District And,42,1,1,1.0,1.0
Immense But Diminished Numbers,0,1,1,1.0,1.0
Immersed In,0,1,1,1.0,3.0
Immunisation Active Date,5,1,1,1.0,1.0
Immunisation Against,5,2,2,1.0,2.0
Immunisation Date,5,1,1,1.0,1.0
Immunised,48,3,3,1.0,4.0
Immunised Against,0,1,1,1.0,5.0
Immunised With,0,2,2,1.0,2.0
Immunization,0,1,1,1.0,2.0
Immunization Against,5,2,3,0.666667,6.0
Immunize,0,1,1,1.0,1.0
Immunized With,0,2,2,1.0,3.0
Immunizing Properties,0,1,1,1.0,1.0
Immunologically Indistinguishable From,0,1,1,1.0,1.0
Impair,0,1,1,1.0,1.0
Impaired,6,1,1,1.0,3.0
Impaired By,127,2,2,1.0,3.0
Impaired The General Health More Than All Other Maladies Combined,0,1,1,1.0,1.0
Impairs,0,13,13,1.0,19.0
Impairs Appetite In The End,0,1,1,1.0,1.0
Impairs Constitution,0,1,1,1.0,1.0
"Impairs Constitution, Injures Digestion And Causes Loss Of Appetite",0,1,1,1.0,1.0
Impairs General Health,0,1,1,1.0,1.0
"Impairs Intellect And Makes A Man Partially Insane, But Only Temporarily",0,1,1,1.0,1.0
Impairs Intellect And Moral Sense,0,2,2,1.0,2.0
Impairs The Constitution,0,5,5,1.0,8.0
Impairs The Constitution After Prolonged Use,0,1,1,1.0,1.0
Impairs The Constitution Of A Man,0,1,1,1.0,1.0
"Impairs The Constitution, Increases The Tile, And Weakens The Nerves",0,1,1,1.0,1.0
Imparts,0,1,1,1.0,2.0
Impeded By,0,1,1,1.0,1.0
Impeded The Work,0,1,1,1.0,1.0
Impending,0,1,1,1.0,1.0
Imperfectly Closed Iron Receptacles Placed On Ordinary Rubbish Carts,0,1,1,1.0,1.0
Imperial Bacteriologist To The Government Of,0,1,1,1.0,1.0
Impermeable To,0,1,1,1.0,1.0
Implanted Into The Punctured Hole Of The Nasal Septum In A Bull-calf,53,1,1,1.0,1.0
Implanted Under The Skin Of,0,1,1,1.0,1.0
Implemented,0,1,1,1.0,1.0
Implied Insanitary Conditions,0,1,1,1.0,1.0
Implies,0,1,1,1.0,1.0
"Import Large, Averaging Maunds",0,1,1,1.0,1.0
"Import Small, Amounting To Maunds",0,1,1,1.0,2.0
Importance Of,0,1,1,1.0,1.0
Important Consideration,0,1,1,1.0,1.0
"Important Considerations When Selecting A Site For, And In Subsequent Management Of",0,1,1,1.0,
Important Exception,19,1,1,1.0,1.0
Important Factor In,63,1,1,1.0,1.0
Important To Bear This Point In Mind And Make A Correction Of,0,1,1,1.0,1.0
Importation Into Northern Bengal,0,1,1,1.0,1.0
Imported Average Of Maunds,0,1,1,1.0,1.0
Imported By Pilgrims Returning From Punderpore In The Deccan,0,1,1,1.0,1.0
Imported Cases Had Occurred In The Amritsar District,0,1,1,1.0,1.0
Imported Direct From Ahmednagar (deccan,12,1,1,1.0,1.0
Imported For Drawing Carts,0,1,1,1.0,1.0
Imported From Ceylon Into The Districts Affected In The Spring,0,1,1,1.0,1.0
"Imported From Chapra, Muzaffarpur, Darbhanga",0,1,1,1.0,1.0
Imported From Gwalior And The Bundelkhand States,46,1,1,1.0,1.0
Imported From Jaipur,0,1,1,1.0,1.0
Imported From Nagaur To,0,1,1,1.0,1.0
Imported From Nepal,0,1,1,1.0,1.0
"Imported From Raipur, And The Rules Now In Force Governing Its Import",36,1,1,1.0,1.0
Imported From Secunderabad,0,1,1,1.0,1.0
Imported From Sukkur,0,1,1,1.0,1.0
"Imported From The Cape And Placed In Kagan, Hazara District",0,1,1,1.0,1.0
Imported In Yarn From Bangalore,0,1,1,1.0,1.0
Imported Into Calcutta From Bombay,0,1,1,1.0,1.0
Imported Into Localities Hitherto Uninfected,19,1,1,1.0,1.0
Imported Into Sa Ngli,0,1,1,1.0,1.0
Imported Into The State Under The Ordinary Excise Rules,0,1,1,1.0,1.0
Imported Into Towns And Villages Will Develop New Centres Of The Disease,0,1,1,1.0,1.0
Imported Opium From,21,3,3,1.0,3.0
Imports Of Charas Between,36,1,1,1.0,1.0
Imports Risk Of,0,1,1,1.0,1.0
Impose Pas La,120,1,1,1.0,1.0
Imposed,0,1,1,1.0,1.0
Imposed At Bussorah In Turkish Arabia Against Arrivals From Bombay,62,1,1,1.0,1.0
Imposed On,55,2,2,1.0,2.0
Imposed On Passengers And Cargo At Bushire,62,1,1,1.0,1.0
Imposed Quarantine On Arrivals From,0,1,1,1.0,1.0
Impotent And Slow-coverer,1,1,1,1.0,1.0
Impressed Me With The Opinion Of His Being One Of The Best,63,1,1,1.0,1.0
Imprisonment,30,1,1,1.0,1.0
Imprisonment For A Term Which May Extend To,121,1,1,1.0,1.0
Imprisonment For Breach,8,1,1,1.0,1.0
Improve In Physique By Length Of Service,0,1,1,1.0,1.0
Improve Its Taste,0,1,1,1.0,1.0
Improved But Absconded Before Completion Of Treatment,0,157,253,0.620553,480.0
Improved By Construction Of Ventilating Apertures On The Level Of The Floor,0,1,1,1.0,1.0
Improved By Making A Circular Aperture Of Exit In The Centre Of,134,1,1,1.0,1.0
Improved By The Employment Of Bromide Of Potassium,80,1,1,1.0,1.0
Improved Hygienic Condition,0,1,1,1.0,1.0
Improved Out Of Which Eighteen Have Since Relapsed And Twenty One Have,0,1,1,1.0,1.0
Improved Under Treatment With Mag. Sulphate,0,1,1,1.0,1.0
Improvement In Fleece Quality Appears To Result In A Decrease In The,16,1,1,1.0,1.0
Improvement In The Intellectual Qualifications Of The Candidates Seeking Admission Into The,0,1,1,1.0,
Improvement Of Fleece Quality By,16,1,1,1.0,1.0
Improvement Of Nutrition From Use,0,1,1,1.0,1.0
Improves Digestion And Promotes Appetite,7,1,1,1.0,1.0
Improves General Nutrition Of The Tissues,31,1,1,1.0,1.0
Improves The Appetite,0,2,2,1.0,2.0
Improves The Appetite And Digestion,0,2,2,1.0,2.0
Improves The Appetite And Produces Sleep,33,1,1,1.0,1.0
Improves The Flavour,0,1,1,1.0,1.0
Improves The Flavour And The Yield Of Diacetyl,0,1,1,1.0,1.0
Improving The Aroma And Flavour,0,1,1,1.0,1.0
In In And In,1,1,1,1.0,1.0
In The Case Of Primary Operations,0,1,1,1.0,1.0
In To In,0,1,1,1.0,1.0
"In-patients Treated And Deaths, Or Per Cent. To Treated",0,1,1,1.0,1.0
"In-patients Were Treated And Died, Giving Per Cent. On The Whole Treated",0,1,1,1.0,1.0
Inability For Financial Reasons To Take Charge Of The Patients Was Accepted,0,1,1,1.0,1.0
Inactivated By,0,2,2,1.0,2.0
Inactivated To A Considerable Extent By,0,1,1,1.0,1.0
Inactivates,0,2,2,1.0,2.0
Inactivation By,0,1,1,1.0,1.0
Inactive Against,0,1,2,0.5,4.0
Inadequate To Account For The Gravity Of The Mischief,0,1,1,1.0,1.0
Inadmissible,0,1,1,1.0,1.0
Inanity,1,1,1,1.0,1.0
Incapable Of Making A Defence,2,1,1,1.0,1.0
Incapable Of Surviving The Action Of,0,1,1,1.0,1.0
Incapable Of Transmitting,0,2,2,1.0,2.0
"Incapacitating The Manager Of The Hospital, Mr. Bhikaji",0,1,1,1.0,1.0
Inches Below The Ribs,3,1,1,1.0,2.0
Incidence,0,1,1,1.0,2.0
Incidence Affected By,0,4,4,1.0,4.0
Incidence Among,52,1,1,1.0,1.0
Incidence Amongst The Various Races,2,1,1,1.0,1.0
Incidence And Endemicity Imperfect,9,1,1,1.0,1.0
Incidence And Mortality Among Uninoculated And Inoculated Population,0,2,2,1.0,2.0
Incidence Has Been Comparatively High In The Past Few Years,0,1,1,1.0,1.0
Incidence In,0,1,1,1.0,8.0
Incidence In The Different Quarters,0,1,1,1.0,1.0
Incidence Is Greatest Amongst The Well-to-do,1,1,1,1.0,1.0
Incidence Is Largely Due To Local Causes,0,1,1,1.0,1.0
Incidence Is Much Higher,0,1,1,1.0,1.0
Incidence Of,0,12,19,0.631579,30.0
Incidence On Communities Served By Pail System,0,1,1,1.0,1.0
Incidence On Communities Served By Privy-middens,0,1,1,1.0,1.0
Incidence Studied And Necessary Measures Adopted Wherever Possible,0,1,1,1.0,1.0
Incidence Was Already High In,0,1,1,1.0,1.0
Incidence Was High,0,1,1,1.0,1.0
Incidence Was Late Into The Autumn Due To,0,1,1,1.0,1.0
Incidence Was Unfortunate,0,1,1,1.0,1.0
Incident Location,0,1,1,1.0,1.0
Incised,6,1,1,1.0,4.0
Incision And Drainage,3,2,2,1.0,3.0
Incision And Drainage Of Abdominal Cavity,4,1,1,1.0,1.0
Incision At The Junction Of,6,1,1,1.0,1.0
Incision For Inflammatory Conditions Of Skin,6,1,1,1.0,1.0
Incision Of Tendon Sheath,22,2,2,1.0,2.0
Incision Or Removal Of Bursa,22,1,1,1.0,1.0
Incite To Unpremeditated Crime,0,1,1,1.0,2.0
Incited By,0,1,1,1.0,2.0
Incited By The Use Of Hemp,0,1,1,1.0,1.0
Incites,0,1,1,1.0,1.0
Incites A Man To Unpremeditated Crime,0,1,1,1.0,1.0
Incites Sometimes To Unpremeditated Actions,0,1,1,1.0,1.0
Incites To,0,1,1,1.0,1.0
Incites To Crime,0,1,1,1.0,1.0
Incites To Unpremeditated Crime,0,1,1,1.0,1.0
Incites To Various Kinds Of Violent And Unpremeditated Crimes,36,1,1,1.0,1.0
Incites Unpremeditated Crime,0,1,1,1.0,1.0
"Incites Unpremeditated, Violent Crime",0,1,1,1.0,1.0
Inclined To,0,1,1,1.0,1.0
Inclined To Be Quarrel Some,0,1,1,1.0,1.0
Inclined To Retract,6,1,1,1.0,1.0
Include,0,38,100,0.38,184.0
Include A Somewhat Larger Element Than Is Found In The Maratha Country,46,1,1,1.0,1.0
Include Examinations In All The Subjects Lectured Upon,159,2,2,1.0,3.0
Include Scale Formation Or Outline,16,1,1,1.0,1.0
Include Scale Height,16,1,1,1.0,1.0
"Include Such Things As Parchment Paper, Sugar, Salt, Butter Colour, Rennet, Vanilla",12,2,2,1.0,
Included,0,11,16,0.6875,50.0
Included Are,0,2,2,1.0,2.0
Included As,0,1,1,1.0,1.0
Included In,0,36,49,0.734694,71.0
Included In Charges,21,11,13,0.846154,14.0
Included In Enquiries,0,1,1,1.0,1.0
Included In Expression,0,1,1,1.0,1.0
Included In Previous Columns,0,1,1,1.0,1.0
Included In Statement C (i,11,1,1,1.0,1.0
Included In The List,22,1,1,1.0,1.0
Included In The Return For,81,1,1,1.0,1.0
Included In These Lists,0,1,1,1.0,1.0
Included In This Experiment Was From A Clinical Case Of Mastitis,0,1,1,1.0,1.0
Included In Total Results,1,1,1,1.0,1.0
"Included Such Holotsome Cercariae As Possessing A Few Penetration Cells, A Well",15,1,1,1.0,1.0
Included With,0,1,1,1.0,1.0
Included_in,112,1,1,1.0,1.0
Includes,0,145,448,0.323661,691.0
Includes (a) General,57,1,1,1.0,1.0
Includes (d) Encephalitis,57,1,1,1.0,1.0
Includes Houses Outside The Town,0,1,1,1.0,1.0
Includes Lecturing To,99,1,1,1.0,1.0
Includes Rs. On Account Of Payment To Officers Of Other Provinces,0,1,1,1.0,1.0
Includes Subject,34,3,3,1.0,3.0
Includes Types,0,4,4,1.0,4.0
Including,0,17,29,0.586207,46.0
Including Acquired,1,1,1,1.0,1.0
Including All Charges,69,1,1,1.0,1.0
Including Doubtful,1,1,1,1.0,1.0
Including Garden Vegetables For Rs.,0,1,1,1.0,
Including The,0,2,2,1.0,2.0
Including Those Doubtful,1,1,1,1.0,1.0
Including Those In,0,1,1,1.0,1.0
Inclusive Of,38,1,1,1.0,1.0
Incomplete,0,1,1,1.0,1.0
Inconsiderable Distance From,0,1,1,1.0,1.0
Incorporated In,24,1,1,1.0,2.0
Incorporation Of Ethyl Gallate Extended The Storage Life Of The Powder Considerably,29,1,1,1.0,
Increase Amounted To Over,0,1,1,1.0,1.0
"Increase And Be Accompanied By Doughiness, Increased Pain, Heat, Tenderness And Fever",22,1,1,1.0,
Increase Associated With Reclamation Work,0,1,1,1.0,1.0
Increase Considerably In Size Becoming Globular Bodies,0,1,1,1.0,1.0
Increase Due To Inefficient Preventive Staff,40,1,1,1.0,1.0
Increase Due To Rise In Price,7,2,2,1.0,2.0
Increase Due To The Substitution Of Ghee To Gingelly-oil,94,1,1,1.0,1.0
Increase During Famine,8,1,1,1.0,1.0
Increase During The Months Of November And December,0,1,1,1.0,1.0
Increase From To Mg,0,3,3,1.0,3.0
Increase From To Operations Attributed To Greater Activity Of The Department,0,1,1,1.0,1.0
Increase From To Per Cent,2,1,1,1.0,1.0
Increase In All Muscles,4,1,1,1.0,1.0
Increase In Ascorbic Acid Content,32,1,1,1.0,1.0
Increase In Average Cost Of Each Successful Case Of Vaccination,69,1,1,1.0,1.0
Increase In Consumption Of Fibre Was,31,1,1,1.0,1.0
Increase In Demand For,0,1,1,1.0,1.0
Increase In Frequency During,17,1,1,1.0,1.0
Increase In Height,0,1,1,1.0,1.0
Increase In Issue Occasioned By The Desire To Encourage Use,0,1,1,1.0,1.0
Increase In Large Mononuclear Elements,94,1,1,1.0,1.0
Increase In Number Of Cases Treated At The Civil Hospital,8,1,1,1.0,1.0
Increase In Population Of,18,1,1,1.0,1.0
Increase In Samples Examined Chemically,0,1,1,1.0,1.0
Increase In The Amount Of Fluid Within The Spinal Canal,3,1,1,1.0,1.0
Increase In The Average Cost Is Due To A Smaller Daily Population,0,1,1,1.0,1.0
Increase In The Birth-rate And The Decrease In Infant Mortality Have More,0,1,1,1.0,1.0
Increase In The Number Of Admissions Only,0,4,4,1.0,4.0
Increase In The Number Of Red Corpuscles Occurred,0,1,1,1.0,1.0
Increase In The Proportion Of Large Mononuclear Cells,0,1,1,1.0,1.0
Increase In The Pulse Rate,28,1,1,1.0,1.0
Increase In Width That They Meet With Each Other And Become Continuous,0,1,1,1.0,1.0
Increase Is Accounted For By The Increase In Pay Of Certain Establishments,0,1,1,1.0,1.0
Increase Is Apparent Only And Is Due To The Municipal Corporation Not,12,1,1,1.0,1.0
Increase Keeping Value Of,24,1,1,1.0,1.0
Increase Of A Temporary Patrolling Staff Of,38,1,1,1.0,1.0
Increase Of Admissions Not Accompanied By Corresponding Increase In Recoveries,1,1,1,1.0,1.0
Increase Of Allowance,0,1,1,1.0,1.0
Increase Of Eighteen,2,1,1,1.0,1.0
Increase Of Hospital Accommodation The Plague Research Committee Sanitary Precautions In November,0,1,1,1.0,
Increase Of Is Explained By The Transfer Of Six Lunatics To Asylums,0,1,1,1.0,1.0
Increase Of Knowledge Of The Peculiarities,48,1,1,1.0,1.0
Increase Of Rs,142,1,1,1.0,3.0
Increase Of Rs.,142,1,1,1.0,
Increase Of Rs. At Cuttack,142,1,1,1.0,1.0
Increase Of Rs. P,142,1,1,1.0,1.0
Increase Of Rs. Represents The Sanctioned Monthly Increment Of Rs. To The,0,1,1,1.0,1.0
