relation,topic,count,total,prop
Highly Significant,0,1,1,1.0
Highly Significant Correlation With,41,1,1,1.0
Highly Significant Differences Existed Among The Monthly Averages As Well As In,0,16,41,0.390244
Highly Significant Differences Existed Among The Monthly Averages As Well As In,1,1,41,0.02439
Highly Significant Differences Existed Among The Monthly Averages As Well As In,7,1,41,0.02439
Highly Significant Differences Existed Among The Monthly Averages As Well As In,16,3,41,0.073171
Highly Significant Differences Existed Among The Monthly Averages As Well As In,17,2,41,0.04878
Highly Significant Differences Existed Among The Monthly Averages As Well As In,19,3,41,0.073171
Highly Significant Differences Existed Among The Monthly Averages As Well As In,28,3,41,0.073171
Highly Significant Differences Existed Among The Monthly Averages As Well As In,30,1,41,0.02439
Highly Significant Differences Existed Among The Monthly Averages As Well As In,32,1,41,0.02439
Highly Significant Differences Existed Among The Monthly Averages As Well As In,41,8,41,0.195122
Highly Significant Differences Existed Among The Monthly Averages As Well As In,44,1,41,0.02439
Highly Significant Differences Existed Among The Monthly Averages As Well As In,46,1,41,0.02439
Highly Significant Negative Partial Correlation Coefficients With,41,2,2,1.0
Highly Successful Efforts To Secure Information,1,1,1,1.0
Hill Depo T,19,1,1,1.0
Hill Torrents Fed By Melting Snow And Spring Rains Irrigate The Valleys,32,2,2,1.0
Hindered,1,1,1,1.0
Hindered The Work,1,1,1,1.0
Hindus,2,1,1,1.0
Hinted At By Virchow As,79,1,1,1.0
Hire For The Above,0,1,1,1.0
His Abdomen Was Found So Tender That He Could Not Bear Pressure,4,1,1,1.0
His Choosing,0,1,1,1.0
His Office Records,78,1,1,1.0
His Work I Have Always Found Well Done And Highly Satisfactory,21,1,1,1.0
History,9,1,1,1.0
History From,0,1,1,1.0
History Of,1,1,1,1.0
History Of The Case Readily Distinguishes It From,15,1,1,1.0
Hoisted In Proportion To,18,1,1,1.0
Holden S Practical Anatomy,8,1,1,1.0
Holding Its Own In,1,1,1,1.0
"Holds A Close, If Not Causal, Relation To That Disease",31,1,1,1.0
Holds A Good Opinion Of,0,1,1,1.0
Holds A Ticket To The Station For Which He Holds A Ticket,80,1,1,1.0
Holds Its Own,15,1,1,1.0
"Holds The First Place With Admissions, Or Per Cent",15,1,1,1.0
Hole Was Found To Have Been Dug In Front Of,5,1,1,1.0
Holes In The Roof Or Walls And The Partial Untiling Will Not,0,1,1,1.0
Homologized To,0,1,1,1.0
Honorarium,0,1,1,1.0
Hooper S Physicians Vade Mecum,8,1,1,1.0
Hope For,0,1,1,1.0
Hoped To Have Taken In Hand During,0,1,1,1.0
Hopping Off Eliminated By,0,1,1,1.0
Horse Stallions,0,2,2,1.0
Horse Stallions... ... ... ... Pony Mares... ... ... ... Donkey Stallion,0,1,1,1.0
Horse Stallionsnumber Of Stallions ... ... ... ... Received During The Year,0,1,1,1.0
Horses For Soundness,0,2,2,1.0
Hoshia Rpur District,0,1,1,1.0
Hospital Accommodation For Patients At,1,1,1,1.0
Hospital Accommodation Provided At,1,1,1,1.0
Hospital Accommodation Provided At Inspection Stations,1,1,1,1.0
Hospital Arrangements Made In The City And At Inspection Stations,1,1,1,1.0
Hospital As Convalescent Before They Have Become Quite Fit For Duty,3,1,1,1.0
Hospital Assistant Is Not Overseer,0,1,1,1.0
Hospital For Each Month And The Year,3,1,1,1.0
Hospital For Left Hemiplegia,4,1,1,1.0
Hospital In Each Month,3,3,7,0.428571
Hospital In Each Month,128,4,7,0.571429
Hospital On Account Of Ill-usage,0,3,3,1.0
Hospital Than In These Two Years,0,2,2,1.0
Hospital To Date Fully A Half More Than In Previous Year,0,25,86,0.290698
Hospital To Date Fully A Half More Than In Previous Year,1,2,86,0.023256
Hospital To Date Fully A Half More Than In Previous Year,4,3,86,0.034884
Hospital To Date Fully A Half More Than In Previous Year,5,1,86,0.011628
Hospital To Date Fully A Half More Than In Previous Year,12,1,86,0.011628
Hospital To Date Fully A Half More Than In Previous Year,13,1,86,0.011628
Hospital To Date Fully A Half More Than In Previous Year,19,4,86,0.046512
Hospital To Date Fully A Half More Than In Previous Year,32,1,86,0.011628
Hospital To Date Fully A Half More Than In Previous Year,34,2,86,0.023256
Hospital To Date Fully A Half More Than In Previous Year,45,1,86,0.011628
Hospital To Date Fully A Half More Than In Previous Year,94,1,86,0.011628
Hospital To Date Fully A Half More Than In Previous Year,102,1,86,0.011628
Hospital To Date Fully A Half More Than In Previous Year,116,1,86,0.011628
Hospital To Date Fully A Half More Than In Previous Year,134,42,86,0.488372
Hospital To Total Population Abnormally High,4,1,1,1.0
Hospital Ventilation Is Satisfactory,5,1,1,1.0
Hospital Very Satisfactory,5,1,1,1.0
Host,0,39,39,1.0
Host Of,0,2,2,1.0
Host_of,0,1,1,1.0
Hostspecies,0,1,1,1.0
Hot And Clammy,45,1,1,1.0
Hours After Admission ; A Mixed Case Of Plague And Relapsing,0,22,394,0.055838
Hours After Admission ; A Mixed Case Of Plague And Relapsing,1,312,394,0.791878
Hours After Admission ; A Mixed Case Of Plague And Relapsing,4,1,394,0.002538
Hours After Admission ; A Mixed Case Of Plague And Relapsing,5,2,394,0.005076
Hours After Admission ; A Mixed Case Of Plague And Relapsing,11,2,394,0.005076
Hours After Admission ; A Mixed Case Of Plague And Relapsing,19,1,394,0.002538
Hours After Admission ; A Mixed Case Of Plague And Relapsing,28,6,394,0.015228
Hours After Admission ; A Mixed Case Of Plague And Relapsing,30,28,394,0.071066
Hours After Admission ; A Mixed Case Of Plague And Relapsing,31,5,394,0.01269
Hours After Admission ; A Mixed Case Of Plague And Relapsing,32,1,394,0.002538
Hours After Admission ; A Mixed Case Of Plague And Relapsing,63,1,394,0.002538
Hours After Admission ; A Mixed Case Of Plague And Relapsing,70,1,394,0.002538
Hours After Admission ; A Mixed Case Of Plague And Relapsing,72,1,394,0.002538
Hours After Admission ; A Mixed Case Of Plague And Relapsing,80,6,394,0.015228
Hours After Admission ; A Mixed Case Of Plague And Relapsing,88,2,394,0.005076
Hours After Admission ; A Mixed Case Of Plague And Relapsing,97,1,394,0.002538
Hours After Admission ; A Mixed Case Of Plague And Relapsing,110,1,394,0.002538
Hours After Admission ; A Mixed Case Of Plague And Relapsing,120,1,394,0.002538
Hours And Dosed By Stomach Tube With C.c,0,1,1,1.0
House Rent Allowance,18,1,1,1.0
House Searches,0,31,169,0.183432
House Searches,1,70,169,0.414201
House Searches,2,4,169,0.023669
House Searches,3,3,169,0.017751
House Searches,4,2,169,0.011834
House Searches,5,2,169,0.011834
House Searches,6,3,169,0.017751
House Searches,11,1,169,0.005917
House Searches,13,2,169,0.011834
House Searches,22,2,169,0.011834
House Searches,25,1,169,0.005917
House Searches,28,1,169,0.005917
House Searches,30,10,169,0.059172
House Searches,33,1,169,0.005917
House Searches,45,2,169,0.011834
House Searches,51,1,169,0.005917
House Searches,53,2,169,0.011834
House Searches,58,10,169,0.059172
House Searches,63,1,169,0.005917
House Searches,68,1,169,0.005917
House Searches,118,1,169,0.005917
House Searches,138,1,169,0.005917
House Searches,172,3,169,0.017751
House Searches,187,14,169,0.08284
How Occupied,0,1,1,1.0
How To Be Protected From Contamination,0,1,1,1.0
Howled Incessantly,0,1,1,1.0
Human Piroplasmosis,0,1,1,1.0
Humerus,10,2,2,1.0
Hurried,16,1,1,1.0
Hurried And Numbering From,151,1,1,1.0
Husband,73,1,1,1.0
Husk Unfit For Food Remain Behind In The Sieve,32,1,1,1.0
Hussun Ab -dool,28,1,1,1.0
Hybridizes With,0,1,1,1.0
Hyderabad,9,1,1,1.0
Hyderabad Recorded It From,0,1,1,1.0
Hyper-endemicity,0,1,1,1.0
Hypertrophied And Contain A Large Decolourised Clot Adherent To The Valves And,0,1,1,1.0
Hypertrophy In,0,1,1,1.0
Hyperästhesia,10,1,1,1.0
Hypocalcemia,0,1,1,1.0
Hypochondriacal,15,1,1,1.0
Hypodermic Medication Of,0,1,1,1.0
Hæmatozoa Are Swarming In The,16,1,1,1.0
Hæmatozoa Numerous In The Mother S Blood,16,1,1,1.0
Hæmatozoon Is Absent From The Blood,16,2,2,1.0
Hæmoglobinous,7,1,1,1.0
Hæmoglobinuria,0,1,1,1.0
"Hæmogregarina Gerbilli, By Lieutenant S. R. Christophers, M.B., I.M.S",124,1,1,1.0
Hæmorrhagic Septicæmia Serum Were Prepared,0,19,30,0.633333
Hæmorrhagic Septicæmia Serum Were Prepared,6,1,30,0.033333
Hæmorrhagic Septicæmia Serum Were Prepared,11,1,30,0.033333
Hæmorrhagic Septicæmia Serum Were Prepared,13,1,30,0.033333
Hæmorrhagic Septicæmia Serum Were Prepared,18,1,30,0.033333
Hæmorrhagic Septicæmia Serum Were Prepared,31,1,30,0.033333
Hæmorrhagic Septicæmia Serum Were Prepared,76,2,30,0.066667
Hæmorrhagic Septicæmia Serum Were Prepared,86,1,30,0.033333
Hæmorrhagic Septicæmia Serum Were Prepared,87,1,30,0.033333
Hæmorrhagic Septicæmia Serum Were Prepared,167,2,30,0.066667
I B. Grunthal,0,47,113,0.415929
I B. Grunthal,2,1,113,0.00885
I B. Grunthal,4,1,113,0.00885
I B. Grunthal,5,12,113,0.106195
I B. Grunthal,7,1,113,0.00885
I B. Grunthal,10,1,113,0.00885
I B. Grunthal,16,1,113,0.00885
I B. Grunthal,22,3,113,0.026549
I B. Grunthal,23,6,113,0.053097
I B. Grunthal,32,6,113,0.053097
I B. Grunthal,50,1,113,0.00885
I B. Grunthal,88,1,113,0.00885
I B. Grunthal,98,25,113,0.221239
I B. Grunthal,99,1,113,0.00885
I B. Grunthal,123,1,113,0.00885
I B. Grunthal,124,1,113,0.00885
I B. Grunthal,129,1,113,0.00885
I B. Grunthal,172,3,113,0.026549
I B. Grunthal ... Group I,123,1,1,1.0
I Believe To Some Extent Due To The Improved Feeding Arrangements,0,1,1,1.0
I Cannot Ascertain That The Use Of Any Of These Drugs Is,2,1,1,1.0
I Do Not Think It Is The Best Possible For The Native,0,22,92,0.23913
I Do Not Think It Is The Best Possible For The Native,1,7,92,0.076087
I Do Not Think It Is The Best Possible For The Native,2,8,92,0.086957
I Do Not Think It Is The Best Possible For The Native,3,2,92,0.021739
I Do Not Think It Is The Best Possible For The Native,5,2,92,0.021739
I Do Not Think It Is The Best Possible For The Native,6,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,11,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,14,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,22,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,25,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,31,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,33,29,92,0.315217
I Do Not Think It Is The Best Possible For The Native,37,2,92,0.021739
I Do Not Think It Is The Best Possible For The Native,39,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,43,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,46,2,92,0.021739
I Do Not Think It Is The Best Possible For The Native,52,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,58,2,92,0.021739
I Do Not Think It Is The Best Possible For The Native,59,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,61,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,75,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,88,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,102,1,92,0.01087
I Do Not Think It Is The Best Possible For The Native,110,2,92,0.021739
I Have Constantly Watched Over An Irksome Duty And Needing Continual Supervision,0,1,1,1.0
I Have Never Known To Smoke Ganja Or Charas,2,1,1,1.0
I) Nine Were Mannitefermenters And ( Ii) Five Did Not Ferment Mannite,168,1,1,1.0
I.e,0,1,1,1.0
"I.e., Adrenal Tissue Tumour Of The",99,1,1,1.0
Identical In The Two Diets Contrasted In (v,0,1,1,1.0
Identified As,0,2,2,1.0
Identified As Larval Forms Of Some Hydrachnid By,0,1,1,1.0
Identified As Parafilaria Bovicula,0,1,1,1.0
Identified By Dr. Taylor,0,3,3,1.0
Identified By Him With That Previously Described And Figured,0,1,1,1.0
Identified In,0,1,1,1.0
Identified With,100,2,3,0.666667
Identified With,126,1,3,0.333333
Identity Of Schistosome Found In Cases Of,0,1,1,1.0
Identity Of The Disease In The Nowgong District,0,1,1,1.0
Identity With,0,1,3,0.333333
Identity With,6,2,3,0.666667
If Excluded,52,1,1,1.0
If Imperfectly Cooked,0,1,1,1.0
If Improperly Cooked,0,1,1,1.0
If Invalided On Account Of Active Service Or Exceptional Work,65,1,1,1.0
If It Had Been Realized,0,1,1,1.0
If It Only Possessed Greater Height It Would Compare Most Favorably With,0,1,1,1.0
If Outbreaks Of Epidemic Diseases Are To Be Properly Attended To,0,1,1,1.0
If Properly Cooked,0,1,1,1.0
"If The Quantity Of Dal In The Dietary Were Diminished, The Same",0,1,1,1.0
"If Used Moderately, Is Not Injurious, But Beneficial",2,1,1,1.0
Ill With,0,1,3,0.333333
Ill With,1,2,3,0.666667
Ill-treatment By,66,1,1,1.0
Illustrate,0,1,1,1.0
Illustrated By,0,2,2,1.0
Illustrated By Photographs,60,1,1,1.0
Illustrates Rather Typically Some Of The Effects Produced Upon The Offspring When,0,1,1,1.0
Illustrations Of,0,1,1,1.0
Imagination Is Immediately Stimulated,2,1,1,1.0
Imbedded In The Cortical Portion,31,1,1,1.0
"Immature Follicles Are Superficial, Mottling Its Surface And Suggesting Subsuperficial Bubbles",0,1,1,1.0
Immediate Contact With,1,1,2,0.5
Immediate Contact With,30,1,2,0.5
Immediate Effect,2,1,1,1.0
Immediate Effect Is Intoxication; Allays Hunger,2,1,1,1.0
"Immediate Effect Is Refreshing, Produces Intoxication, Creates Appetite",2,1,1,1.0
Immediate Effect Mild Refreshing Intoxication; Creation Of,2,1,1,1.0
Immediate Removal Of All Discharges From The Bed Side,0,1,1,1.0
Immediate Suture Of,56,2,2,1.0
Immediate Transference To Hospital And Camp,1,1,1,1.0
Immediately Constricted Down To Normal,0,1,1,1.0
Immediately Follows,0,1,1,1.0
"Immediately On The Drying Up Of The Disinfected Place, Limewashing With Quicklime",0,3,16,0.1875
"Immediately On The Drying Up Of The Disinfected Place, Limewashing With Quicklime",1,11,16,0.6875
"Immediately On The Drying Up Of The Disinfected Place, Limewashing With Quicklime",42,2,16,0.125
Immediately Preceded The Attack,2,1,1,1.0
Immediately Report,1,1,1,1.0
Immediately Reported To The Nearest Police Station And To The District And,63,1,1,1.0
Immense But Diminished Numbers,1,1,1,1.0
Immerse Themselves In,5,1,1,1.0
Immersed In,0,1,1,1.0
Immunisation Active Date,7,1,1,1.0
Immunisation Against,7,2,2,1.0
Immunisation Date,7,1,1,1.0
Immunised,76,3,3,1.0
Immunised Against,0,1,1,1.0
Immunised With,84,1,1,1.0
Immunization,0,1,1,1.0
Immunization Against,6,1,3,0.333333
Immunization Against,7,2,3,0.666667
Immunize,0,1,1,1.0
Immunized With,6,2,3,0.666667
Immunized With,101,1,3,0.333333
Immunizing Properties,0,1,1,1.0
Immunologically Indistinguishable From,6,1,1,1.0
Impacted In The Lower End Of,0,1,1,1.0
Impair,2,1,1,1.0
Impaired,10,1,1,1.0
Impaired By,2,1,1,1.0
Impaired From High Prices Of Food,0,1,1,1.0
Impaired The General Health More Than All Other Maladies Combined,0,1,1,1.0
Impaired Vision,101,1,1,1.0
Impairs,2,11,12,0.916667
Impairs,14,1,12,0.083333
Impairs Appetite In The End,2,1,1,1.0
Impairs Constitution,14,1,1,1.0
"Impairs Constitution, Injures Digestion And Causes Loss Of Appetite",2,1,1,1.0
Impairs General Health,16,1,1,1.0
"Impairs Intellect And Makes A Man Partially Insane, But Only Temporarily",2,1,1,1.0
Impairs Intellect And Moral Sense,14,2,2,1.0
Impairs The Constitution,2,3,3,1.0
Impairs The Constitution After Prolonged Use,2,1,1,1.0
Impairs The Constitution Of A Man,2,1,1,1.0
"Impairs The Constitution, Increases The Tile, And Weakens The Nerves",2,1,1,1.0
"Impairs The Digestive Organs, And Finally",14,1,1,1.0
Imparts,2,1,1,1.0
Impede,0,2,2,1.0
Impeded By,1,1,1,1.0
Impeded The Work,0,1,1,1.0
Impending,0,1,1,1.0
Imperfectly Closed Iron Receptacles Placed On Ordinary Rubbish Carts,5,1,1,1.0
Imperial Bacteriologist To The Government Of,8,1,1,1.0
Implanted Into The Punctured Hole Of The Nasal Septum In A Bull-calf,79,1,1,1.0
Implemented,5,1,1,1.0
Implied Insanitary Conditions,0,1,1,1.0
Implies,0,1,1,1.0
"Import Large, Averaging Maunds",2,1,1,1.0
"Import Small, Amounting To Maunds",2,1,1,1.0
Importance Of,0,1,1,1.0
Important Cause Of Failure Of Reproduction,0,1,1,1.0
Important Consideration,0,1,1,1.0
"Important Considerations When Selecting A Site For, And In Subsequent Management Of",5,1,1,1.0
Important Exception,30,1,1,1.0
Important Factor In,108,1,1,1.0
Important To Bear This Point In Mind And Make A Correction Of,0,1,1,1.0
Importation Into Northern Bengal,0,1,1,1.0
Imported As A Sand,4,1,1,1.0
Imported Average Of Maunds,2,1,1,1.0
Imported By Pilgrims Returning From Punderpore In The Deccan,0,1,1,1.0
Imported Cases Had Occurred In The Amritsar District,1,1,1,1.0
Imported Direct From Ahmednagar (deccan,156,1,1,1.0
Imported For Drawing Carts,0,1,1,1.0
Imported From Ceylon Into The Districts Affected In The Spring,0,1,1,1.0
"Imported From Chapra, Muzaffarpur, Darbhanga",0,1,1,1.0
Imported From Gwalior And The Bundelkhand States,43,1,1,1.0
Imported From Jaipur,1,1,1,1.0
Imported From Nagaur To,1,1,1,1.0
Imported From Nepal,0,1,1,1.0
"Imported From Raipur, And The Rules Now In Force Governing Its Import",55,1,1,1.0
Imported From Secunderabad,0,1,1,1.0
Imported From Sukkur,1,1,1,1.0
"Imported From The Cape And Placed In Kagan, Hazara District",0,1,1,1.0
Imported Into Calcutta From Bombay,2,1,1,1.0
Imported Into Localities Hitherto Uninfected,30,1,1,1.0
Imported Into Sa Ngli,1,1,1,1.0
Imported Into Towns And Villages Will Develop New Centres Of The Disease,1,1,1,1.0
Imported Opium From,36,3,3,1.0
Imports Of Charas Between,55,1,1,1.0
Imports Risk Of,0,1,1,1.0
Imposed At Bussorah In Turkish Arabia Against Arrivals From Bombay,88,1,1,1.0
Imposed On Passengers And Cargo At Bushire,88,1,1,1.0
Imposed Quarantine On Arrivals From,1,1,1,1.0
Impotent And Slow-coverer,29,1,1,1.0
Impressed For Identification,24,2,2,1.0
Impressed Me With The Opinion Of His Being One Of The Best,108,1,1,1.0
Imprisonment,44,1,1,1.0
Imprisonment For A Term Which May Extend To,162,1,1,1.0
Imprisonment For Breach,12,1,1,1.0
Improve In Physique By Length Of Service,33,1,1,1.0
Improve Its Taste,2,1,1,1.0
Improve The Breed Of Ponies So As To Add To The Transport,0,1,1,1.0
Improve The General Run Of Ponies In The Country,0,1,1,1.0
Improved But Absconded Before Completion Of Treatment,0,119,270,0.440741
Improved But Absconded Before Completion Of Treatment,1,18,270,0.066667
Improved But Absconded Before Completion Of Treatment,2,4,270,0.014815
Improved But Absconded Before Completion Of Treatment,4,2,270,0.007407
Improved But Absconded Before Completion Of Treatment,5,4,270,0.014815
Improved But Absconded Before Completion Of Treatment,6,2,270,0.007407
Improved But Absconded Before Completion Of Treatment,10,7,270,0.025926
Improved But Absconded Before Completion Of Treatment,11,2,270,0.007407
Improved But Absconded Before Completion Of Treatment,12,2,270,0.007407
Improved But Absconded Before Completion Of Treatment,13,2,270,0.007407
Improved But Absconded Before Completion Of Treatment,16,6,270,0.022222
Improved But Absconded Before Completion Of Treatment,17,1,270,0.003704
