relation,topic,count,total,prop,count_global
Is Present At Some Period In Every Case And Very Probably Is,0,1,1,1.0,1.0
Is Present In A Markedly Endemic Manner,0,1,1,1.0,1.0
Is Present In Lessened Amount,0,1,1,1.0,1.0
Is Present In Sufficient Quantities To Form A Fatal Dose For Any,0,1,1,1.0,1.0
Is Pricked,0,1,1,1.0,1.0
"Is Primarily To Act As An Aphrodisiac, Leading To A Habit Afterwards",0,1,1,1.0,1.0
Is Primary Factor For,0,1,1,1.0,1.0
Is Principally Due To The Fact That Dr. O Neill Was In,0,2,2,1.0,2.0
Is Probably Accidental,0,1,1,1.0,1.0
Is Probably An Attenuated Form Of,0,1,1,1.0,1.0
Is Promptly Reported,0,1,1,1.0,2.0
Is Propagated By,0,2,2,1.0,2.0
Is Propagated By Man,0,2,2,1.0,2.0
Is Propagated In And Near,0,1,1,1.0,1.0
Is Purely Confined To The Surface And Takes Place Very Slowly More,0,1,1,1.0,1.0
Is Pushed To One Side By The Outer Which Develops More Strongly,0,1,1,1.0,1.0
Is Put Into,0,1,1,1.0,1.0
Is Quite As Effective In The System As,0,1,1,1.0,1.0
"Is Quite As Important As Meat Inspection, If Not More So",0,1,1,1.0,1.0
Is Quite Inactive For,0,1,1,1.0,1.0
Is Re,13,1,1,1.0,1.0
Is Re. Or Pence,34,1,1,1.0,1.0
Is Readily Welcomed By The People When Supplied In A Palatable Form,0,1,1,1.0,1.0
Is Received Eagerly As A Tacit Acknowledgment Of Its Superiority,0,1,1,1.0,1.0
Is Recent And Is Of An Objectionable Nature,0,1,1,1.0,1.0
Is Recognised By,0,1,1,1.0,1.0
Is Recognised To Be The Most Reliable Test For Detecting,0,1,1,1.0,1.0
Is Reduced A Little In Amount,0,1,1,1.0,1.0
Is Refreshing And Appetizing,0,1,1,1.0,1.0
Is Refreshing Intoxicating Sometimes Allaying Hunger And Sometimes Creating Appetite,0,1,1,1.0,
"Is Refreshing To Beginners, But Not To Habituals",0,1,1,1.0,1.0
Is Refreshing To Habitual Consumers And Creates Appetite,0,1,1,1.0,1.0
"Is Refreshing, Slightly Intoxicating, And Creates Appetite",0,1,1,1.0,1.0
Is Regarded As A Specific For,0,1,1,1.0,1.0
Is Regarded As Evil,0,1,1,1.0,1.0
Is Regarded By Some As Being Correlated With Excellence Of Fleece And,5,1,1,1.0,1.0
Is Regarded With Much More Toleration Than Wine Drinking,0,1,1,1.0,1.0
Is Related To,0,4,6,0.666667,11.0
Is Removed Morning And Evening And Thrown Into Pits In The Jungle,0,1,1,1.0,1.0
Is Rendered Inert By Minutes Exposure,0,1,1,1.0,1.0
Is Reported,0,1,1,1.0,1.0
Is Reported As,0,1,1,1.0,1.0
Is Reported To Have Occurred In,0,1,1,1.0,1.0
Is Responsible For,0,6,6,1.0,10.0
Is Result Of,0,2,2,1.0,2.0
Is Rich In,0,1,1,1.0,9.0
Is Richer By About Per Cent In Stearic Acid Content Than,0,1,1,1.0,1.0
Is Richer In,0,2,2,1.0,2.0
Is Richer In Flavour Than,0,1,1,1.0,1.0
Is Richer In Mineral Nutrients Than,0,1,1,1.0,1.0
Is Richer Than,0,5,5,1.0,5.0
Is Richly Supplied With Reticulo-endothelial Cells,0,1,1,1.0,1.0
Is Rife,0,1,2,0.5,2.0
Is Rife In,0,1,1,1.0,3.0
Is Rotated Backwards So That It Makes An Angle Of Half A,0,1,1,1.0,1.0
Is Rough And Scaly,0,1,1,1.0,1.0
Is Roughly Proportionate To,0,1,1,1.0,1.0
"Is Round, About The Thickness Of A Pin, And Two Or Three",0,1,1,1.0,1.0
Is Said To Be Confined To Fakirs,0,1,1,1.0,1.0
Is Said To Be Destructive From Both A Moral And Physical Point,0,1,1,1.0,2.0
Is Said To Be Found Throughout,0,1,1,1.0,1.0
Is Said To Be Refreshing,0,1,1,1.0,1.0
Is Said To Be Responsible For,0,1,1,1.0,1.0
Is Said To Grow Spontaneously,0,1,1,1.0,1.0
Is Scale No. Reduced In The Proportion That A Mean Between Edwin,9,1,1,1.0,1.0
Is Scale No. Reduced In The Proportion That The Light Labour Diet,9,1,1,1.0,1.0
Is Scarce Or Plentiful,0,2,2,1.0,2.0
Is Scheduled Under,0,1,1,1.0,1.0
Is Secondary To,0,1,1,1.0,1.0
Is Secured By,0,1,1,1.0,1.0
Is Seen In The Encysted Form Only,0,1,1,1.0,1.0
Is Seen To Be A Minute Refractile Spot Like,0,1,1,1.0,1.0
Is Seen To Be The Best Of All Those Experimented With,0,1,1,1.0,1.0
Is Separated A Short Distance From,0,1,1,1.0,1.0
Is Shown To Be Destroyed Within Minutes By A Solution Of The,0,1,1,1.0,1.0
Is Significant For,0,1,1,1.0,1.0
Is Similar To,0,2,2,1.0,4.0
Is Similar To That Which Takes Place In The Case Of Herpeto,0,1,1,1.0,1.0
Is Simply Spread Out On Boards Or Slabs Of Stone In,0,1,1,1.0,1.0
Is Simply The,9,1,1,1.0,1.0
Is Situated About The Centre Of Its Body,0,1,1,1.0,1.0
Is Situated Almost Between,0,1,1,1.0,1.0
Is Situated At A Distance Of,0,1,1,1.0,2.0
Is Situated At The Junction Of,0,1,1,1.0,1.0
Is Situated At The Upper Part Of The Inner Surface Of The,0,1,1,1.0,1.0
Is Situated Between,0,1,1,1.0,1.0
Is Situated Forwards,0,1,1,1.0,1.0
Is Situated In The Centre Of,0,1,1,1.0,1.0
Is Situated Less Than Half A Mile From,0,1,1,1.0,1.0
Is Situated On An Old Burial-ground,19,1,1,1.0,1.0
Is Situated On High Ground Over The Old Poona Road,70,1,1,1.0,1.0
Is Situated Opposite To,0,1,1,1.0,1.0
Is Situated Very Far Into The Interior Of The Chain Of Rocks,0,1,1,1.0,1.0
Is Slender And Is About,0,1,1,1.0,1.0
Is Slightly,0,1,1,1.0,1.0
Is Slightly Damper And Less Extreme Than That Of Upper Sind,0,1,1,1.0,1.0
Is Slightly Higher In The Stem Than In The Leaf At Early,0,1,1,1.0,1.0
Is Slightly Inferior,0,2,2,1.0,2.0
Is Slightly Richer In Protein Than,0,1,1,1.0,1.0
Is Small,0,1,1,1.0,2.0
Is So Overcrowded As To Endanger The Health Of The Inmates Thereof,0,1,1,1.0,1.0
Is So Strong In This Valley That,5,1,1,1.0,1.0
"Is So Widespread That, Even If Such Measures Were Advisable, It Would",0,1,1,1.0,1.0
Is Soluble In Of Ox Bile,15,1,1,1.0,1.0
Is Soluble In Water,0,1,1,1.0,1.0
Is Soluble Part In,15,1,1,1.0,1.0
Is Sometimes Compounded Into Cakes Made Of Gram Flour,0,1,1,1.0,1.0
"Is Sometimes Marked, Particularly On",26,1,1,1.0,1.0
Is Sometimes Mistaken For,0,1,1,1.0,1.0
Is Sometimes Notified,0,1,1,1.0,3.0
Is Somewhat Advanced And Elaborate For,0,1,1,1.0,1.0
Is Specific To,0,1,1,1.0,1.0
Is Speedily Rendered Impotent In The Presence Of,0,1,1,1.0,1.0
Is Spotted With,0,2,2,1.0,2.0
Is Spread By Hurrying Crowds Of Panic-stricken People,0,1,1,1.0,1.0
Is Spread By People Coming From Infected Localities,0,1,1,1.0,1.0
Is Spread From Place To Place By Movements Of The Population,0,1,1,1.0,1.0
"Is Squeezed Out Or The Abscess, The Wound Heals Leaving A Tumour",0,1,1,1.0,1.0
Is Stamped Out,0,2,2,1.0,2.0
Is Stated To Be Harmless,0,1,1,1.0,1.0
Is Steadily Going Up And In The Absence Of A Separate Children,10,1,1,1.0,1.0
Is Still Being Supplied Every Month With,0,1,1,1.0,1.0
Is Still Sometimes Stealthily Practised,0,1,1,1.0,1.0
Is Stretched Out,0,1,1,1.0,1.0
Is Strong And Regular,0,2,2,1.0,2.0
Is Stronger Than,0,2,2,1.0,7.0
Is Studded With Boulders,0,1,1,1.0,1.0
Is Studied In Relation To,0,3,3,1.0,3.0
Is Stupefying To A Certain Extent,0,1,1,1.0,1.0
Is Subject To,0,1,1,1.0,3.0
Is Subjected To Conditions,0,1,1,1.0,1.0
Is Sufficient Almost In All Places Except In Very Few,0,1,1,1.0,1.0
Is Sufficient For The Climate,12,1,1,1.0,1.0
Is Sufficiently Constant To Be Of Assistance In The Identification Of Larvæ,0,1,1,1.0,1.0
Is Suitable To Climate,0,1,1,1.0,1.0
Is Superadded,0,1,1,1.0,1.0
Is Superior In Quality,0,1,1,1.0,1.0
Is Superior In Quality To,0,1,1,1.0,1.0
Is Supplied By Contract,0,1,1,1.0,1.0
Is Supported Only By The Abdominal Muscles At Its Upper End,0,1,1,1.0,1.0
Is Susceptible To Subdural And Intraperitoneal Injection In,0,1,1,1.0,1.0
Is Suspected To Be,0,1,1,1.0,1.0
Is Taken Internally In The Form Of,0,1,1,1.0,1.0
Is Taken Out And Shaken Vigorously,37,1,1,1.0,1.0
Is Taken To By Fakirs When They Are,0,1,1,1.0,1.0
Is Taxed Reasonably,0,1,1,1.0,1.0
Is Temporarily Accommodated In,0,1,1,1.0,1.0
Is Temporary In The Case Of,0,1,1,1.0,1.0
Is The Adult Of,0,1,1,1.0,1.0
Is The After-effect,0,1,1,1.0,1.0
Is The Amount Per Picking,5,1,1,1.0,1.0
Is The Average Cost Of Each Successful Case Of Vaccination In These,0,1,1,1.0,1.0
Is The Best,0,1,1,1.0,1.0
Is The Best For,0,1,1,1.0,1.0
Is The Best Of,0,1,2,0.5,2.0
"Is The Best Of All, And Comes Very Nearly To Being A",0,1,1,1.0,1.0
Is The Chairman,0,1,1,1.0,1.0
Is The Chief Determining Factor,0,1,1,1.0,1.0
Is The Coarsest,5,1,1,1.0,1.0
Is The Greatest During The Months Of June To November Every Year,0,1,1,1.0,1.0
"Is The Humidity During October, November, December, And January",0,1,1,1.0,1.0
Is The Leading Predisposing Cause With,0,1,1,1.0,1.0
Is The Length Of,0,1,1,1.0,1.0
Is The Main Contagious Disease Among Elephants,0,1,1,1.0,1.0
"Is The Manufactured Article, The Pressed Head As Sold In Shops",0,1,1,1.0,1.0
Is The More Injurious Form Of Consumption,0,1,1,1.0,1.0
Is The Most Common Form Under Which New Cases Were Admitted,0,1,1,1.0,1.0
Is The Most Efficacious And Satisfactory,0,1,1,1.0,1.0
Is The Most Fatal Disease In Assam Which Is A Cause For,0,1,1,1.0,1.0
Is The Most Important One In This Area,0,1,1,1.0,1.0
Is The Most Injurious Form Of Consumption,0,1,1,1.0,1.0
Is The Most Mature Of The Specimens And Was Found Nearest,0,1,1,1.0,1.0
Is The Mule Fair Of The North-western Provinces,17,1,1,1.0,1.0
Is The Natural Food Of,29,1,1,1.0,1.0
Is The Number Of,19,1,1,1.0,2.0
Is The Only Malaria Carrying Anopheline Found,0,1,1,1.0,1.0
"Is The Only Subordinate Doing Duty At Present, Assisting The Resident Apothecary",25,1,1,1.0,1.0
Is The Optimum Amount Of,0,1,1,1.0,1.0
"Is The Optimum Amount, When Given In Combination With",0,1,1,1.0,1.0
Is The Ordinary Ammunition Pattern,0,1,1,1.0,1.0
Is The Perianth,1,1,1,1.0,1.0
Is The Poor Man S Beef,0,1,1,1.0,1.0
Is The Presence Of,0,1,1,1.0,1.0
Is The Primary Factor In Judging,5,1,1,1.0,1.0
Is The Principal Cause Of Admission,0,1,1,1.0,1.0
Is The Principal Ingredient Of,0,1,1,1.0,1.0
Is The Route For Charas Produced In Eastern Turkestan,19,1,1,1.0,1.0
Is The Secretion Of,0,1,1,1.0,1.0
Is The Sequel Or Termination Of,0,1,1,1.0,1.0
Is The Simple Average Of,0,1,1,1.0,1.0
Is The Sole Cause Of Mortality,6,1,1,1.0,1.0
Is The Spirit Of Freedom And Knowledge,0,1,1,1.0,1.0
Is The Standard For,0,1,1,1.0,1.0
Is The Status Of Grazing Availability,0,1,1,1.0,1.0
Is The Subject Of Experimental Treatment By Means Of,0,64,72,0.888889,142.0
Is The Text Book Of Examination,1,1,1,1.0,1.0
Is The Total Number Of,19,1,1,1.0,1.0
Is The Value Of,8,1,1,1.0,1.0
Is The Width Of One Room,0,1,1,1.0,1.0
Is The Worst Month Of The Year,0,1,1,1.0,1.0
Is Then Boiled In Water For About Two Days,0,1,1,1.0,1.0
Is There Any Scarcity Of,0,1,1,1.0,1.0
Is Thicker And Moister Than That In Α,0,1,1,1.0,1.0
Is Thickly Coated With White Fur,0,1,1,1.0,1.0
Is Thoracic In Situation And Musculo-fatty In Structure,0,1,1,1.0,1.0
Is Thought Little Of Who Is A Habitual Consumer,0,1,1,1.0,1.0
Is Throughout Trap,0,1,1,1.0,1.0
"Is Thrown Out Of Solution At The Point Of Injection, Is Combined",0,1,1,1.0,1.0
Is Thus In Lambs At Four Farms,0,1,1,1.0,1.0
Is Tied To,0,1,1,1.0,1.0
Is Times As Potent As,0,2,2,1.0,2.0
Is Times More Powerful Than,0,1,1,1.0,1.0
Is Times Richer In,0,2,2,1.0,2.0
Is To Be Apprehended,0,1,1,1.0,1.0
Is To Be Disbanded,0,1,1,1.0,1.0
Is To Be Exhibited To,0,1,1,1.0,1.0
Is To Be Installed In,0,1,1,1.0,1.0
Is To Be Preferred To,0,1,1,1.0,1.0
Is To Be Rolled Up To Form A Pillow,12,1,1,1.0,1.0
Is To Be Suspended On The Wall Over The Head Of Each,0,1,1,1.0,1.0
Is Tolerated,0,1,1,1.0,1.0
Is Traceable To Air Or Drinking Water Polluted With The Products Of,0,1,1,1.0,1.0
Is Trying For,6,1,1,1.0,1.0
Is Twenty Times As Soluble In Ox Bile As In Water,15,1,1,1.0,1.0
Is Unchanged,0,7,7,1.0,7.0
"Is Unconscious, All Four Legs Are Very Rigid. Death At A.M",0,1,1,1.0,1.0
Is Under Continual Medical Inspection And Is Almost Certain If He Suffers,0,1,1,1.0,1.0
Is Under Correspondence,0,1,1,1.0,1.0
Is Under The Care Of,17,2,2,1.0,2.0
Is Under The Superintendence Of The Town Magistrate,0,1,1,1.0,1.0
Is Unsafe With Many Cattle Urine Samples,0,1,1,1.0,1.0
Is Uprooted,0,1,1,1.0,1.0
Is Used (a) For Digestion; (b) For Giving Staying-power Under Severe Exertion,0,1,1,1.0,1.0
Is Used Also In The Treatment Of Human Disease,0,1,1,1.0,1.0
Is Used As An Aphrodisiac,0,1,1,1.0,2.0
Is Used As An Application In Piles And Wounds,0,2,2,1.0,2.0
Is Used As Fuel,0,1,1,1.0,1.0
Is Used At Festivals,0,1,1,1.0,1.0
Is Used By Habitual Consumers Only As A Pis Aller When,0,1,1,1.0,1.0
Is Used For Collecting,0,1,1,1.0,1.0
Is Used For Fumigation In,0,2,2,1.0,2.0
Is Used In Small Doses For,0,1,1,1.0,1.0
"Is Used Under Exceptional Circumstances, Probably With A View To Increase Its",0,1,1,1.0,1.0
Is Used With Dhatura Seed,0,1,1,1.0,1.0
Is Useful In,0,2,2,1.0,5.0
"Is Useful In Dysuria And Strangury, And Also In Some Slight Cases",0,1,1,1.0,1.0
"Is Useful Only For Coarse Quality Goods Such As Blankets, Carpets, Cheaper",5,1,1,1.0,1.0
Is Usually A Sufficient Dose Hypodermically,0,1,1,1.0,1.0
Is Usually Made With,0,3,3,1.0,3.0
Is Valuable When The Stools Are Light-colored,52,1,1,1.0,1.0
Is Vegetable In Character,0,1,1,1.0,1.0
Is Very Abundant,0,1,1,1.0,1.0
Is Very Characteristic In Some Cases,0,1,1,1.0,1.0
Is Very Distinct At The Lower End Of,0,1,1,1.0,1.0
Is Very Fairly Carried Out,0,1,1,1.0,1.0
Is Very General During The Unhealthy Time Of The Year,0,1,1,1.0,1.0
Is Very Good And Very Suitable To The Service,0,1,1,1.0,1.0
Is Very Good Climate For,6,2,2,1.0,2.0
Is Very Good Indeed When Fresh,0,1,1,1.0,1.0
Is Very Harmful,0,1,1,1.0,1.0
Is Very Imperfect,0,1,1,1.0,2.0
Is Very Inferior,0,1,1,1.0,1.0
Is Very Inferior To The Ordinary Scale,0,1,1,1.0,1.0
Is Very Little Used As A Pullicide,11,1,1,1.0,1.0
Is Very Malarious,0,1,1,1.0,1.0
Is Very Much Felt At Poona,0,1,1,1.0,1.0
Is Very Rich In,5,1,1,1.0,5.0
Is Very Seldom Habitually Consumed In This District,0,1,1,1.0,1.0
Is Washed Clean And Water Is Squeezed Off,0,1,1,1.0,1.0
"Is Washed Five Or Six Times And Then Mixed With Sugar, Poppy",0,1,1,1.0,1.0
"Is Weak, A Course Of Iron Tonics Generally Proves Beneficial",0,1,1,1.0,1.0
Is Well Attended To,0,1,1,1.0,1.0
Is Well Equipped With,0,1,1,1.0,1.0
Is Well Fitted For Continuing The Investigation,0,1,1,1.0,1.0
Is Well Known For Its Malarious Climate,0,1,1,1.0,1.0
Is Well Tolerated By,0,1,1,1.0,1.0
Is Well Warmed In An Iron Pan And Nicely Powdered And Then,0,1,1,1.0,1.0
Is When It Is,0,1,1,1.0,1.0
Is When The Dust Is Of A,0,1,1,1.0,1.0
Is Where Dr. Sanders Report On Opthalmic Practice Is Referenced,0,1,1,1.0,1.0
Is Where Inspections Are Performed With Privacy And Fitness,0,1,1,1.0,1.0
Is Wholly Inadequate For Cultivation Since The Wells Dry Up In Hot,0,1,1,1.0,1.0
Is Wide,5,1,1,1.0,1.0
Is Worst In,0,1,1,1.0,1.0
Is Worth In Round Numbers About,0,1,1,1.0,1.0
Is Yearly Increasing The Demand For,0,1,1,1.0,1.0
"Is, Under Ordinary Circumstances, Per Cent",0,1,1,1.0,1.0
Is_heavier_than,0,1,1,1.0,1.0
Is_indicated_by,0,2,2,1.0,2.0
Island Name,0,1,1,1.0,1.0
Isolate The Patient And Order Evacuation Of,0,1,1,1.0,1.0
Isolated As Contacts,0,1,1,1.0,1.0
"Isolated At The Imperial Veterinary Research Institute, Mukteswar",0,1,1,1.0,1.0
Isolated By Schutz,0,1,1,1.0,1.0
Isolated By The Usual Process Of Sedimentation And Decantation,0,1,1,1.0,1.0
"Isolated From A Variety Of Conditions Including Furunculosis, Sycosis, Deep Multiple Abscesses",0,1,1,1.0,
Isolated From Cases Of Non-tuberculous Salpingitis,0,2,2,1.0,2.0
Isolated From The Organs,0,1,1,1.0,1.0
Isolated From The Ulcers And The Autogenous Vaccine Injected,0,1,1,1.0,1.0
Isolated In Pure Culture A Haemolytic Streptococcus,0,1,1,1.0,1.0
Isolated In This Outbreak Was Indistinguishable From A Type Strain Of S,0,1,1,1.0,1.0
Isolated Three Strains Of Tubercle Bacilli From The Water-buffalo,0,1,1,1.0,1.0
Isolation Made Compulsory By Law Recommended,0,1,1,1.0,1.0
Isolation Of The Micrococcus Melitensis,0,1,2,0.5,2.0
Isolation Of The Sick,0,1,1,1.0,1.0
Issuance,0,1,1,1.0,1.0
Issue Of,0,1,1,1.0,1.0
Issue Of Lanoline-vaccine Has Only Been Once A Fortnight,0,1,1,1.0,1.0
Issue Of These Certificates Is Likely To Prove Prejudicial,0,1,1,1.0,1.0
Issue Passports,0,1,1,1.0,1.0
Issued,0,21,21,1.0,74.0
Issued After,0,2,2,1.0,2.0
Issued Annually To Each Peon On The Office Establishment,0,1,1,1.0,1.0
Issued As Compared With,7,3,3,1.0,3.0
Issued As Dhal,48,1,1,1.0,1.0
Issued As Permanent Advances To Postmasters And To Collectors,15,1,1,1.0,1.0
Issued At,0,3,3,1.0,3.0
Issued At The Rate Of One Anna Per Dram On A Monthly,30,1,1,1.0,1.0
Issued By,0,11,12,0.916667,14.0
Issued By The Staff For Malicious Injury,0,1,1,1.0,1.0
Issued Certificates For The Export Of Castor Seeds To American Ports,0,1,1,1.0,1.0
Issued Certificates In Connection With The Export Of Castor Seeds To American,0,1,1,1.0,1.0
Issued Distinctive Clothing To Cases Suffering From,3,3,3,1.0,3.0
Issued For,0,2,2,1.0,8.0
Issued For Immunisation,0,4,4,1.0,4.0
Issued For Trial In The Field,0,1,1,1.0,1.0
Issued From,0,3,3,1.0,10.0
Issued From Last Season S Stock For Primary And Secondary Vaccination,0,1,1,1.0,1.0
Issued From The Bacteriological Section,0,1,1,1.0,1.0
Issued From The Imperial Products,0,2,2,1.0,4.0
Issued General Quarantine Regulations,7,1,1,1.0,1.0
Issued In,0,3,3,1.0,7.0
Issued In Bulk,0,1,1,1.0,1.0
Issued In Large Quantity To Civil And Military Hospitals And To Medical,0,1,1,1.0,1.0
Issued In The Area,0,1,1,1.0,1.0
Issued In The Solid Form In Packets,0,1,1,1.0,1.0
Issued On Two Days A-week,0,1,1,1.0,1.0
Issued To,0,17,30,0.566667,59.0
Issued To Collectors,15,1,1,1.0,1.0
Issued To The Citizens,0,1,1,1.0,1.0
Issued To The Civil Department,0,1,1,1.0,1.0
Issued To The Collectorates,15,1,1,1.0,1.0
Issued To The Public,0,1,1,1.0,1.0
Issued Under,0,1,1,1.0,1.0
Issued Under Authority,9,1,1,1.0,1.0
Issued With One Of The Preparations Of Iron,0,1,1,1.0,1.0
"Issued, Lbs. Of Grass Is Allowed Per Elephant Per Diem For Tying",0,1,1,1.0,1.0
"Issues From The Ganja Mahal Of Bengal In Three Forms Flat, Round",0,1,1,1.0,1.0
Issues Of,8,2,2,1.0,4.0
Issues Of Calf Lymph In Paste Were Experimentally Made From The Lucknow,0,55,56,0.982143,173.0
Issues Of Pedigree Buffalo Bulls Can Be Made To Districts,18,1,1,1.0,1.0
Issuing From Roof Pipes Floods And Tears Up The Ground,0,1,1,1.0,1.0
It Appeared To Have Assumed A Severe Form At Gorakhpur And Basti,0,2,2,1.0,2.0
It Contained A Considerable Number Of Large Colonies Of Various Kinds,0,1,1,1.0,1.0
It Is Difficult To Break It Off Afterwards,8,1,1,1.0,1.0
It Is Most Prevalent In,0,410,442,0.927602,724.0
It Is Necessary To Have A Pretty Large Supply Of Clean Articles,12,1,1,1.0,1.0
It Is The Exception Rather Than The Rule For Such Lesions To,0,1,1,1.0,1.0
It Shall Be Competent To The Cantonment Committee To Make Special Rules,0,60,71,0.84507,97.0
It Spread Into The Katole Division From Chindwara,0,1,1,1.0,1.0
It Was,0,1,1,1.0,2.0
It Was Crowded With Concrete Yellowish Colonies,0,1,1,1.0,1.0
It Was Strongly Urged That Evacuation Of All Infected Houses Was The,0,1,1,1.0,1.0
It Was Suspected That The Disease In Question May Be A Vitaminosis,0,1,1,1.0,1.0
Italian,0,1,1,1.0,1.0
Itinerant,0,1,1,1.0,1.0
Itinerating,0,1,1,1.0,1.0
Its Attendant Signs,6,1,1,1.0,1.0
Its Diagnosis And Treatment Based Upon Endocrine And Nervous Control Of The,0,1,1,1.0,1.0
Its Nucleus Preparing For Division,0,1,1,1.0,1.0
Its Occurrence In,0,1,1,1.0,1.0
Its Relation To,0,1,1,1.0,1.0
Jacobabad,3,1,1,1.0,1.0
Jacobabad Where There Is Plenty Of Work For Them,0,1,1,1.0,1.0
Jaundice,0,1,1,1.0,1.0
Jaundice Broke Out In The Deolee Irregular Force,0,1,1,1.0,1.0
Jelly-like And Decomposed,0,1,1,1.0,1.0
Joined His Appointment As Professor Of Pathology,0,1,1,1.0,1.0
Joined His Post At,7,1,1,1.0,1.0
Joined The College As,0,1,1,1.0,1.0
Joined The College On,0,1,1,1.0,1.0
Joined The Department As Inspector On,7,1,1,1.0,1.0
Joined The Imperial Institute Of Veterinary Research At Muktesar For A Course,0,1,1,1.0,1.0
Jones (T. Rymer) Manual Of Comparative Anatomy,2,1,1,1.0,1.0
Jones And Sieveking S Manual Of Pathological Anatomy,2,1,1,1.0,1.0
Jones Manual Of Ophthalmic Medicine And Surgery,2,1,1,1.0,1.0
"Joonaghur State, At Rs. Per Mensem",1,1,1,1.0,1.0
Jubbulpore,9,1,1,1.0,1.0
Judged By The Usual Standards,0,1,1,1.0,1.0
Judges,0,1,1,1.0,1.0
Juice,0,1,1,1.0,1.0
"Julaha Or Handloom-weaver, One Of A Class Of North Indian Musahnans, Refused",0,1,1,1.0,1.0
July,0,40,43,0.930233,82.0
Jump On To,12,1,1,1.0,1.0
Junction Of,0,3,3,1.0,3.0
Just Above,0,1,1,1.0,1.0
"Just Appeared, Besides Other Colonies",0,1,1,1.0,1.0
Just Below,0,1,1,1.0,1.0
Just On The Negative Side (border Line,0,1,1,1.0,1.0
Just Tangible,0,1,1,1.0,1.0
Jute Mills,0,1,2,0.5,2.0
"Jute Mills, Risra",34,2,2,1.0,2.0
KILLING OF,2,2,2,1.0,2.0
Kala Azar Does Not Occur There,0,1,1,1.0,1.0
Kala-azar Or Filariasis Were Detected,0,1,1,1.0,1.0
Karyosomes Of The Parasite And In Nucleolus Of The Host Cell,0,1,1,1.0,1.0
"Karyosomes Of The Parasite, And Also In The Nucleolus Of The Hypertrophied",0,1,1,1.0,1.0
Keep In Good Health And Prevent Relapses Into Insanity When,3,1,1,1.0,1.0
Keep Well For A Year If Kept In,20,2,2,1.0,2.0
Keeping In Abeyance,0,1,1,1.0,1.0
Keeping Poor Yielders Is Economically Unsound,0,1,1,1.0,1.0
Keeps Acidity Rise Down,0,1,1,1.0,1.0
Keeps The Constitution In Good Health,0,1,1,1.0,1.0
Kept At A Suitable Temperature (to C.) And Which Had Ingested,0,1,1,1.0,
Kept At His Own Risk,0,1,1,1.0,1.0
Kept At Low Temperature Are Also Infective,6,1,1,1.0,1.0
Kept By Well-to-do Persons,0,1,1,1.0,1.0
Kept Clean ; Tar And Dry Earth Used,0,1,1,1.0,1.0
Kept Clean By Daily Removal Of Excreta,0,1,1,1.0,2.0
Kept For Hours At A Temperature Of,0,1,1,1.0,1.0
Kept For Minutes In The Bath,37,1,1,1.0,1.0
Kept For Practical Importance,8,1,1,1.0,1.0
"Kept In A Cool Place, Away From Light",0,1,1,1.0,1.0
Kept In A Fairly Dark And Cool Room,24,1,1,1.0,1.0
Kept In Check By,0,1,1,1.0,1.0
Kept In Fields For,0,1,1,1.0,1.0
Kept In Minimum Stocks As Directed By,0,1,1,1.0,1.0
"Kept In Satisfactory Condition By Means Of Cresol Lotion, Coal Tar And",3,1,1,1.0,1.0
Kept In This Room For,0,1,1,1.0,1.0
Kept In Water Bath At F,0,1,1,1.0,1.0
Kept On Complete Rest For At Least Days,69,1,1,1.0,1.0
Kept Perfectly Regular,0,1,1,1.0,1.0
Kept Ready With,5,1,1,1.0,1.0
Kept Separate,0,1,1,1.0,1.0
Kept Separately And Supplied From,0,1,1,1.0,1.0
Kept Separately From,0,1,1,1.0,1.0
Kept The Sores Healed,0,1,1,1.0,1.0
Kept Under Close Observation During The Last Few Days,0,1,1,1.0,1.0
